student_base_elo,last_question_difficulty,session_accuracy,current_streak,avg_time_taken,target_difficulty
1464,1342,0.73,2,55,1416
1704,1823,0.34,0,39,1799
1966,1966,0.63,1,20,2016
1103,1239,0.49,0,27,1238
1923,1975,0.75,1,47,2022
1439,1513,0.26,0,23,1477
904,962,0.8,0,55,987
1588,1454,0.66,3,26,1568
1006,881,0.33,0,12,876
1935,1992,0.52,3,16,2085
1023,1151,0.79,0,14,1214
915,1048,0.74,2,44,1144
1840,1923,0.37,0,57,1884
858,886,0.29,0,48,834
928,882,0.78,2,53,964
1001,1147,0.45,0,45,1140
1092,1149,0.23,0,47,1088
1254,1270,0.89,8,27,1568
875,1009,0.59,3,41,1112
844,932,0.45,0,7,944
1893,1880,0.62,2,26,1958
1184,1161,0.59,1,16,1204
1328,1330,0.5,0,58,1310
1257,1268,0.26,0,14,1252
1273,1175,0.41,0,36,1162
1751,1780,0.71,1,60,1822
1943,2062,0.65,0,15,2084
1280,1390,0.96,8,27,1699
1382,1435,0.62,3,45,1543
1708,1793,0.94,3,60,1929
914,879,0.92,5,27,1092
1310,1241,0.22,0,33,1199
855,969,0.83,7,19,1228
1057,951,0.97,4,7,1162
829,973,0.76,1,12,1062
1854,1968,0.3,0,7,1958
1908,1760,0.36,0,35,1739
847,773,0.36,0,44,752
1886,1765,0.22,0,34,1723
1949,1901,0.57,1,6,1962
1009,982,0.26,0,24,946
1300,1421,0.84,4,44,1592
923,865,0.91,5,6,1096
1674,1782,0.76,3,37,1911
1702,1808,0.48,0,7,1825
1331,1463,0.73,3,42,1588
1001,1082,0.67,3,58,1178
1060,1202,0.5,0,31,1202
1446,1462,0.84,8,32,1753
1080,946,0.44,0,48,917
1292,1432,0.71,1,5,1514
1511,1516,0.61,0,23,1532
1369,1450,0.93,4,37,1634
1445,1555,0.55,1,54,1572
1261,1126,0.87,2,26,1242
846,851,0.24,0,24,812
1262,1149,0.93,3,34,1304
1750,1808,0.62,2,10,1906
1265,1359,0.35,0,18,1336
1540,1628,0.25,0,47,1570
1942,1955,0.52,1,23,1988
1699,1672,0.72,1,48,1715
1494,1534,0.63,2,37,1614
905,939,0.52,3,50,1012
1663,1679,0.75,1,53,1726
1057,1118,0.89,4,16,1296
935,838,0.93,4,46,1002
1005,1072,0.44,0,41,1063
1590,1512,0.2,0,7,1487
819,779,0.98,5,44,1001
1372,1509,0.76,1,20,1578
1637,1681,0.96,6,9,1950
1809,1883,0.63,3,33,1992
1329,1435,0.3,0,54,1385
1793,1904,0.57,1,55,1924
1559,1604,0.29,0,49,1552
1090,991,0.8,0,46,1016
1349,1370,0.78,1,42,1442
1281,1202,0.42,0,33,1190
984,990,0.96,2,60,1099
1715,1638,0.27,0,54,1584
1718,1619,0.55,0,5,1646
889,832,0.31,0,40,804
1652,1769,0.48,0,51,1746
1740,1792,0.24,0,15,1753
1143,1005,0.88,4,13,1202
1886,1916,0.48,0,14,1933
1293,1226,0.65,2,50,1288
1625,1740,0.26,0,43,1704
1063,1140,0.77,0,17,1180
1678,1827,0.76,0,19,1866
1600,1603,0.85,4,6,1796
1427,1281,0.23,0,58,1220
1764,1629,0.84,6,12,1880
1546,1659,0.35,0,16,1636
1747,1792,0.62,2,10,1890
1845,1814,0.49,0,28,1812
1950,1853,0.42,0,49,1821
1975,2106,0.42,0,28,2094
1550,1619,0.36,0,23,1598
1982,1967,0.57,3,6,2088
1321,1267,0.63,1,34,1316
996,992,0.7,0,24,1022
1024,879,0.77,3,35,1010
1839,1734,0.97,4,14,1944
1286,1407,0.63,0,8,1446
1040,974,0.66,3,12,1108
1986,2008,0.23,0,14,1988
1015,934,0.79,3,30,1068
1641,1504,0.98,4,29,1696
1063,938,0.93,5,13,1172
1826,1883,0.92,4,54,2046
993,1064,0.69,2,43,1152
1567,1493,0.71,1,19,1554
1937,1919,0.66,2,7,2023
1895,1857,0.42,0,46,1825
1165,1063,0.54,2,53,1109
1796,1849,0.3,0,25,1819
1911,1988,0.56,2,31,2057
1251,1184,0.27,0,17,1150
1225,1307,0.53,0,44,1312
1869,1870,0.77,3,31,2000
1603,1722,0.5,0,13,1742
1867,1987,0.93,3,9,2162
1752,1725,0.74,2,51,1801
1987,2018,0.49,0,57,1996
1489,1461,0.49,0,36,1460
1391,1301,0.91,2,7,1442
1442,1563,0.93,8,25,1868
1361,1387,0.65,3,51,1480
1072,1055,0.43,0,43,1044
1050,1163,0.34,0,12,1159
1555,1682,0.34,0,43,1658
1632,1782,0.29,0,8,1770
1513,1530,0.37,0,23,1510
1399,1306,0.81,5,55,1482
1391,1438,0.5,0,21,1438
1843,1746,0.98,6,35,1998
1445,1543,0.39,0,25,1526
1956,1895,0.5,0,41,1895
1593,1689,0.25,0,22,1652
1311,1248,0.24,0,56,1189
1087,1031,0.99,8,9,1364
1817,1773,0.32,0,35,1746
1412,1542,0.81,8,23,1828
1830,1900,0.66,0,55,1904
1198,1232,0.45,0,13,1244
1145,1019,0.64,2,51,1080
1343,1458,0.5,0,50,1438
1902,1782,0.56,0,21,1791
1237,1120,0.93,3,39,1274
1279,1313,0.34,0,13,1309
833,797,0.85,5,10,1020
1464,1435,0.58,3,60,1517
949,966,0.25,0,12,948
1914,1869,0.76,2,49,1948
985,1118,0.99,4,53,1292
1056,1046,0.29,0,39,1014
889,809,0.87,3,60,934
1479,1620,0.7,1,36,1680
1071,1211,0.79,3,39,1344
1751,1773,0.64,3,27,1884
1480,1554,0.4,0,52,1519
1778,1771,0.54,1,14,1827
1620,1735,0.62,3,38,1843
1539,1423,0.29,0,37,1392
1197,1111,0.86,4,59,1265
1321,1180,0.28,0,12,1167
1998,1910,0.62,1,9,1978
1049,1104,0.69,2,10,1212
1073,953,0.22,0,36,911
1677,1718,0.69,0,17,1746
1746,1741,0.44,0,54,1712
1253,1375,0.77,1,50,1426
1965,2076,0.6,3,46,2161
1823,1815,0.51,0,22,1816
1172,1226,0.23,0,28,1186
1782,1639,0.79,3,19,1772
1914,1842,0.91,5,52,2034
895,811,0.84,3,28,952
808,790,0.26,0,46,734
1460,1313,0.23,0,40,1272
2000,1957,0.65,2,28,2040
1384,1394,0.91,5,51,1586
1907,1833,0.6,3,58,1918
1007,865,0.94,8,32,1171
1253,1348,0.87,8,52,1624
807,772,0.51,0,10,794
1700,1671,0.97,4,18,1862
1983,2064,0.98,5,10,2306
1633,1703,0.61,2,27,1780
1472,1528,0.43,0,49,1498
1414,1327,0.3,0,31,1297
1158,1071,0.91,8,38,1372
1251,1230,0.6,3,41,1335
1065,1064,0.23,0,54,1004
1769,1742,0.58,3,55,1824
1658,1755,0.74,0,13,1811
1596,1446,0.44,0,55,1417
1862,1786,0.58,1,14,1848
1698,1687,0.25,0,50,1630
1390,1505,0.63,3,52,1594
1954,1992,0.32,0,26,1965
1237,1352,0.9,5,60,1542
1528,1485,0.7,2,41,1575
1256,1208,0.92,5,21,1421
1047,1072,0.94,2,48,1178
1821,1721,0.68,0,46,1728
1359,1355,0.74,3,48,1461
1773,1725,0.63,3,17,1834
1216,1349,0.44,0,43,1340
1195,1049,0.79,0,8,1112
1704,1720,0.43,0,25,1710
1478,1538,0.35,0,20,1516
1813,1961,0.26,0,15,1925
1965,1920,0.88,7,15,2187
1175,1067,0.52,3,13,1180
1235,1128,0.85,4,42,1300
1163,1171,0.65,0,21,1194
1697,1700,0.88,3,34,1847
1328,1391,0.42,0,19,1379
1494,1563,0.7,3,48,1663
1494,1515,0.9,6,12,1775
1371,1404,0.73,0,10,1458
1491,1554,0.52,0,49,1537
1412,1402,0.52,1,42,1435
1170,1153,0.37,0,14,1154
891,762,0.46,0,53,736
1264,1408,0.4,0,23,1393
1938,1915,0.59,2,46,1968
997,969,0.4,0,46,934
1293,1438,0.26,0,16,1402
1231,1313,0.36,0,54,1272
1055,1126,0.83,2,21,1236
1794,1671,0.88,3,36,1818
976,1059,0.31,0,49,1010
1185,1174,0.73,0,34,1208
962,908,0.77,2,18,1008
1050,1063,0.4,0,20,1048
879,1025,0.99,3,36,1188
862,832,0.62,0,57,830
1605,1537,0.22,0,21,1495
1261,1133,0.61,3,43,1240
1578,1581,0.36,0,29,1560
1214,1350,0.53,2,31,1414
1711,1676,0.5,0,60,1656
1623,1553,0.41,0,31,1540
867,747,0.5,0,5,767
1065,915,0.38,0,14,917
1370,1456,0.98,8,34,1768
1700,1565,0.56,3,27,1664
1029,994,0.83,8,25,1284
952,971,0.94,7,55,1227
1520,1413,0.68,2,7,1520
1751,1896,0.7,1,19,1956
1327,1447,0.74,2,28,1543
1011,915,0.32,0,49,868
1407,1468,0.32,0,32,1441
1193,1142,0.89,4,27,1320
1686,1658,0.72,3,13,1801
916,821,0.63,2,12,920
911,912,0.25,0,53,854
1325,1383,0.54,1,8,1439
1207,1117,0.68,1,11,1194
1810,1794,0.76,3,41,1923
1989,1854,0.6,0,58,1849
1793,1717,0.54,0,13,1743
903,828,0.46,0,28,822
833,862,0.68,1,26,919
1858,1721,0.61,3,60,1808
1160,1257,0.92,6,11,1520
891,764,0.46,0,43,758
1523,1485,0.51,0,34,1486
1388,1498,0.72,1,21,1561
1032,994,0.25,0,17,956
1806,1910,0.99,4,18,2104
1380,1463,0.95,4,10,1670
1308,1319,0.53,3,51,1394
1709,1705,0.63,1,31,1754
1026,1102,0.46,0,23,1096
1541,1665,0.63,0,6,1704
1783,1695,0.64,2,8,1796
1814,1704,0.65,1,8,1776
1985,2102,0.25,0,48,2044
927,971,0.71,0,48,982
1950,2006,0.5,0,60,1986
1456,1306,0.78,1,41,1378
939,876,0.53,3,60,950
1808,1663,0.52,2,51,1706
1132,1041,0.63,3,34,1150
1795,1800,0.35,0,47,1758
1565,1604,0.33,0,15,1578
961,1084,0.28,0,43,1051
1089,965,0.8,1,59,1020
859,833,0.44,0,34,824
1142,1092,0.44,0,54,1063
1553,1481,0.91,3,42,1632
1836,1973,0.72,1,7,2056
1977,1938,0.78,2,9,2060
1668,1608,0.67,0,13,1654
1026,993,0.77,3,29,1124
1202,1156,0.3,0,60,1106
989,1030,0.41,0,56,996
1803,1892,0.54,1,46,1908
1866,1792,0.57,2,60,1842
1643,1567,0.68,1,50,1604
1905,1878,0.47,0,5,1894
1355,1472,0.89,6,19,1710
1269,1123,0.58,2,29,1195
994,1047,0.2,0,13,1022
851,710,0.25,0,28,672
878,875,0.81,6,43,1102
1483,1427,0.57,3,45,1528
838,753,0.22,0,42,711
908,908,0.26,0,57,852
1744,1822,0.56,2,6,1911
1641,1731,0.86,2,18,1845
1075,1045,0.82,6,35,1273
1678,1573,0.47,0,6,1588
1033,1085,0.97,6,8,1356
1843,1789,0.58,3,8,1911
1853,1787,0.4,0,18,1772
1159,1235,0.8,1,22,1310
1254,1344,0.63,3,5,1474
1547,1584,0.46,0,49,1558
968,1063,0.82,8,50,1331
888,799,0.53,2,46,844
1722,1595,0.49,0,8,1614
897,804,0.89,4,40,982
1240,1335,0.25,0,6,1318
1774,1663,0.48,0,25,1660
830,803,0.89,4,10,1002
1503,1552,0.86,2,43,1666
1136,1042,0.87,4,29,1218
1772,1892,0.36,0,10,1891
1823,1698,0.54,0,20,1704
829,694,0.98,8,58,986
1050,1021,0.89,6,24,1260
1465,1517,0.76,3,45,1646
993,1110,0.88,3,11,1277
1839,1849,0.93,4,5,2054
1881,2005,0.48,0,11,2022
935,842,0.63,0,11,882
1833,1979,0.44,0,56,1950
989,924,0.52,1,44,957
1430,1370,0.58,2,14,1462
1553,1449,0.69,0,43,1478
1337,1319,0.58,0,50,1311
1766,1798,0.58,2,27,1870
823,829,0.76,3,55,938
1708,1742,0.77,0,21,1782
1224,1074,0.83,7,45,1334
1985,1938,0.99,3,46,2082
1804,1849,0.96,6,54,2078
853,786,0.78,1,48,838
1303,1328,0.37,0,28,1308
935,920,0.31,0,25,892
983,1073,0.67,0,25,1098
1716,1651,0.25,0,26,1614
1170,1228,0.9,8,27,1528
985,1126,0.27,0,11,1112
1334,1482,0.98,2,31,1614
1512,1651,0.52,3,27,1744
978,1000,0.35,0,30,978
910,842,0.74,0,21,878
1225,1262,0.87,2,37,1378
1030,1020,0.47,0,16,1016
1142,1183,0.29,0,10,1172
1076,1201,0.56,2,18,1270
1464,1369,0.54,3,7,1485
1469,1460,0.59,3,33,1564
955,1022,0.87,3,26,1168
1285,1286,0.32,0,56,1239
1958,2006,0.31,0,15,1978
831,895,0.32,0,25,868
1375,1269,0.99,5,40,1492
1166,1091,0.8,3,44,1226
906,989,0.9,5,40,1199
1433,1547,0.67,3,32,1662
1381,1408,0.24,0,19,1369
1257,1182,0.78,3,39,1314
1751,1814,0.58,3,36,1916
1150,1000,0.47,0,27,996
1912,1981,0.29,0,54,1930
1872,2003,0.31,0,28,1974
1578,1530,0.68,3,23,1647
1533,1551,0.5,0,59,1531
1126,1054,0.59,1,48,1078
1487,1610,0.39,0,13,1614
1036,994,0.5,0,12,1014
899,1034,0.66,2,54,1098
934,798,0.43,0,48,768
1383,1236,0.8,0,9,1301
1867,1951,0.28,0,55,1898
1478,1512,0.9,3,45,1662
1140,1103,0.42,0,52,1071
1466,1488,0.86,2,17,1602
1948,1808,0.93,7,45,2082
1632,1531,0.31,0,21,1502
1474,1489,0.38,0,23,1471
867,870,0.61,1,34,916
1634,1727,0.68,2,14,1834
1614,1603,0.34,0,60,1559
888,1026,0.27,0,27,992
1403,1474,0.89,3,17,1622
1048,1076,0.6,0,25,1091
1051,927,0.78,0,17,969
1133,1180,0.23,0,45,1140
1099,1131,0.99,7,59,1394
1082,1130,0.68,2,32,1217
1404,1336,0.62,3,16,1444
975,912,0.75,2,52,990
1181,1155,0.71,0,57,1166
1827,1739,0.9,4,5,1939
1886,1854,0.54,0,56,1840
1934,1991,0.97,4,60,2162
1780,1718,0.8,2,12,1843
1468,1545,0.23,0,16,1504
1200,1232,0.48,0,14,1249
835,798,0.54,1,17,834
1759,1805,0.3,0,57,1755
858,973,0.74,2,33,1069
842,772,0.87,7,35,1038
1526,1591,0.34,0,59,1547
1884,1862,0.94,6,34,2108
1950,1937,0.71,2,44,2028
1403,1272,0.94,4,26,1458
1886,1930,0.25,0,36,1892
1746,1698,0.33,0,58,1652
1639,1617,0.7,0,24,1647
1106,1250,0.22,0,36,1208
1792,1676,0.69,3,19,1794
1531,1633,0.37,0,10,1634
1218,1271,0.94,5,54,1467
1696,1827,0.29,0,56,1776
1763,1801,0.75,2,5,1918
1537,1554,0.83,2,48,1644
1029,1047,0.41,0,7,1054
851,961,0.2,0,21,916
853,802,0.21,0,32,758
1123,986,0.45,0,10,998
1495,1591,0.66,3,45,1705
1186,1311,0.96,4,41,1500
969,1033,0.85,7,47,1276
1353,1499,0.54,1,15,1535
1682,1731,0.66,3,47,1825
1763,1901,0.93,7,58,2156
1279,1132,0.5,0,35,1132
1396,1456,0.55,0,12,1484
1598,1734,0.24,0,36,1695
1199,1050,0.46,0,19,1044
1915,1924,0.69,3,27,2042
1145,1005,0.99,3,19,1168
1424,1373,0.25,0,28,1336
818,879,0.2,0,12,854
1966,1816,0.77,3,33,1946
1025,910,0.74,1,59,956
892,827,0.64,2,39,908
971,853,0.38,0,56,815
1092,1070,0.84,6,23,1301
1851,1974,0.81,3,15,2110
1330,1463,0.98,7,9,1765
1459,1580,0.86,8,38,1874
1013,974,0.37,0,49,934
959,928,0.77,1,9,1018
1867,1984,0.75,2,25,2082
1348,1443,0.79,0,15,1486
1455,1597,0.8,1,49,1652
1537,1423,0.21,0,26,1380
1074,949,0.72,1,39,1012
1454,1431,0.6,1,28,1476
1698,1570,0.62,0,25,1588
1510,1633,0.82,7,32,1891
1354,1264,0.75,3,35,1392
1568,1632,0.97,3,7,1812
1291,1389,0.72,0,57,1402
1778,1874,0.91,8,15,2176
1541,1505,0.64,0,22,1526
1503,1379,0.7,1,52,1419
1184,1051,0.3,0,57,1001
1811,1846,0.48,0,12,1863
996,1127,0.62,1,39,1175
1697,1662,0.39,0,47,1626
1740,1596,0.84,3,29,1737
1288,1403,0.54,0,56,1389
1016,1136,0.9,4,48,1296
988,1056,0.93,3,37,1210
1212,1235,0.37,0,27,1216
1089,1167,0.5,0,52,1147
1138,1129,0.31,0,56,1080
1819,1688,0.82,8,11,1996
1787,1697,0.28,0,14,1684
1664,1699,0.86,8,54,1973
1615,1512,0.39,0,58,1476
1607,1681,0.23,0,11,1660
1079,1074,0.33,0,19,1048
819,905,0.52,2,14,988
1775,1711,1.0,5,36,1936
1725,1618,0.96,7,25,1897
1832,1918,0.85,7,45,2180
1343,1334,0.86,7,5,1618
1106,1128,0.99,3,57,1272
1653,1623,0.93,5,51,1818
1683,1592,0.74,0,49,1608
1428,1394,0.97,7,31,1674
1250,1286,0.56,2,54,1335
1095,1174,0.42,0,23,1162
1919,2038,0.63,3,28,2148
1886,1987,0.23,0,10,1966
982,1009,0.91,4,58,1170
1688,1557,0.59,3,49,1640
930,793,0.69,3,50,892
1058,999,0.86,3,60,1123
1529,1642,0.54,1,26,1678
1931,1795,0.4,0,22,1780
1091,1195,0.94,3,58,1331
1766,1711,0.79,0,12,1774
1698,1584,0.57,3,20,1684
1299,1269,0.84,5,13,1490
1101,1049,0.85,3,47,1172
1326,1221,0.98,5,45,1443
1299,1272,0.6,2,15,1347
1730,1583,0.75,2,49,1660
1975,1844,0.42,0,43,1832
1349,1409,0.34,0,8,1405
1345,1398,0.59,1,28,1442
1837,1719,0.56,0,53,1708
1746,1739,0.98,7,47,2001
1319,1207,0.57,1,14,1268
1731,1858,0.8,3,13,2013
1431,1421,0.23,0,16,1380
1843,1927,0.47,0,36,1922
1809,1807,0.59,2,26,1880
1665,1759,0.99,6,23,2012
1309,1170,0.47,0,50,1146
1082,1186,0.29,0,44,1154
942,881,0.81,2,34,988
1405,1345,0.53,2,53,1390
1984,1968,0.41,0,55,1934
1922,2054,0.72,2,55,2127
1645,1596,0.98,6,15,1848
1920,2000,0.94,5,19,2216
1817,1732,0.37,0,16,1712
1459,1401,0.5,0,17,1401
1505,1427,0.31,0,19,1398
1671,1543,0.37,0,9,1544
1873,2013,0.35,0,51,1970
898,855,0.52,3,41,948
1282,1379,0.62,2,39,1457
1223,1103,0.59,1,18,1146
1709,1787,0.76,3,23,1916
892,933,0.29,0,40,902
1299,1212,0.31,0,26,1184
1710,1671,0.4,0,9,1676
1499,1545,0.95,2,47,1652
1527,1627,0.56,1,24,1666
1203,1109,0.49,0,33,1108
1917,2029,0.95,5,11,2266
1046,939,0.3,0,15,909
1289,1354,0.61,1,53,1380
1303,1352,0.39,0,60,1316
1314,1261,0.47,0,22,1256
1446,1502,0.46,0,43,1496
1374,1444,0.8,2,8,1569
974,836,0.73,2,59,910
1098,1169,0.76,1,12,1258
1210,1153,0.64,1,48,1184
1696,1690,0.73,0,51,1704
1628,1524,0.71,3,12,1666
1131,1159,0.82,3,18,1297
1036,906,0.39,0,38,890
1049,1013,0.46,0,27,1007
1021,1127,0.86,2,15,1241
1793,1662,0.76,3,12,1811
835,702,0.65,0,16,724
1690,1840,0.48,0,31,1837
1272,1242,0.67,3,20,1358
1087,1190,0.45,0,18,1182
1396,1281,0.95,8,45,1588
1222,1292,0.68,3,9,1429
1015,910,0.53,2,60,954
1523,1457,0.83,4,40,1626
1055,943,0.88,4,58,1100
1921,1851,0.56,3,15,1950
1145,1218,0.56,0,31,1227
903,862,0.73,3,34,986
940,804,0.38,0,14,806
939,792,0.9,7,18,1062
1757,1792,0.26,0,58,1736
1845,1789,0.77,3,5,1940
1076,1171,0.75,3,8,1318
1051,1063,0.41,0,49,1030
1008,973,0.31,0,55,924
1280,1231,0.77,1,58,1282
975,958,0.68,2,33,1045
1271,1243,0.54,2,14,1329
1071,1138,0.36,0,19,1117
841,899,0.31,0,58,850
1600,1693,0.39,0,40,1676
1233,1383,0.51,1,56,1394
1365,1334,0.23,0,6,1314
1671,1665,0.37,0,58,1626
1398,1381,0.27,0,27,1346
984,931,0.56,1,42,970
1031,1046,0.57,3,55,1126
1145,1067,0.26,0,28,1031
1321,1187,0.9,7,17,1457
1119,1098,0.9,8,41,1398
1156,1076,0.35,0,12,1074
1647,1780,0.36,0,50,1739
1552,1555,0.3,0,18,1525
1289,1311,0.88,5,30,1518
1134,1179,0.91,3,6,1350
1999,1892,0.48,0,47,1869
1249,1190,0.71,2,29,1282
909,1042,0.38,0,44,1024
1345,1304,0.34,0,45,1280
1064,963,0.25,0,55,906
1551,1656,0.56,3,44,1755
1552,1590,0.94,4,15,1776
1689,1553,0.66,2,27,1637
1956,1965,0.67,2,38,2050
942,1003,0.39,0,27,986
1268,1227,0.5,0,15,1227
1910,1997,0.36,0,14,1996
1206,1140,0.36,0,25,1119
1350,1422,0.61,2,17,1498
1643,1681,0.65,0,46,1684
875,738,0.23,0,56,678
1744,1669,0.41,0,20,1656
1323,1424,0.71,2,21,1516
810,953,0.88,7,59,1200
1440,1308,0.65,2,16,1390
1433,1547,0.27,0,27,1512
1492,1469,0.33,0,48,1424
999,960,0.83,7,38,1220
1527,1387,0.52,2,21,1450
970,1086,0.74,0,46,1102
1165,1273,0.33,0,59,1228
825,956,0.91,2,36,1078
1909,2056,0.45,0,23,2048
1531,1670,0.68,2,37,1757
875,968,0.51,0,51,950
1428,1366,0.43,0,54,1336
1616,1742,0.98,8,12,2074
1007,1060,0.92,8,54,1343
1176,1191,0.89,8,48,1470
864,773,0.67,0,54,778
1291,1326,0.28,0,5,1313
1977,1981,0.25,0,16,1944
1524,1431,0.45,0,5,1444
1899,2049,0.99,5,52,2252
1444,1378,0.77,3,25,1508
1680,1680,0.34,0,33,1656
1703,1733,0.31,0,52,1684
949,1069,0.62,0,15,1087
1546,1628,0.75,1,9,1716
1319,1350,0.28,0,32,1317
1835,1797,0.48,0,20,1794
1748,1860,0.59,1,30,1904
1810,1806,0.31,0,7,1798
1196,1306,0.63,2,5,1406
1988,2041,0.48,0,17,2038
1355,1249,0.97,2,57,1360
1855,1912,0.64,3,60,2003
911,879,0.83,6,54,1088
1987,1977,0.85,4,27,2150
1785,1663,0.67,0,22,1688
1650,1752,0.55,2,8,1840
1207,1233,0.21,0,29,1190
952,1058,0.97,4,15,1248
1295,1202,0.7,1,46,1242
1986,1896,0.33,0,15,1870
1983,1873,0.23,0,60,1812
1192,1297,0.94,2,44,1423
1410,1441,0.94,5,43,1657
1421,1511,0.85,4,47,1664
1765,1880,0.48,0,33,1877
1125,1003,0.8,0,19,1048
1838,1897,0.26,0,35,1861
1565,1676,0.6,1,44,1721
956,968,0.52,1,16,1001
1816,1924,0.3,0,8,1914
1831,1842,0.62,3,58,1930
1581,1448,0.45,0,48,1420
1482,1549,0.98,7,56,1811
1165,1084,0.48,0,42,1081
1844,1814,0.79,0,23,1858
1919,1918,0.62,1,32,1966
1125,1079,0.72,0,36,1112
1314,1273,0.24,0,45,1234
1245,1361,0.98,2,9,1513
1782,1682,0.46,0,13,1696
1913,1948,0.86,8,5,2262
1746,1672,0.23,0,33,1632
1563,1630,0.3,0,48,1580
904,761,0.84,6,41,992
844,933,0.56,1,19,972
812,954,0.23,0,55,894
1477,1579,0.33,0,40,1554
954,1019,0.9,8,33,1319
1955,2089,0.3,0,44,2059
1537,1662,0.71,0,9,1714
838,842,0.34,0,44,818
1653,1803,0.81,3,20,1940
948,886,0.82,2,34,994
1408,1401,0.37,0,20,1382
1787,1848,0.76,3,15,1977
1387,1514,0.4,0,49,1479
1845,1843,0.95,5,28,2060
991,1076,0.68,2,52,1143
1353,1327,0.8,0,55,1352
1727,1846,0.56,0,12,1875
1287,1250,0.75,0,58,1268
1562,1451,0.75,0,13,1508
1121,976,0.33,0,30,950
1619,1580,0.6,2,10,1675
1420,1469,0.22,0,59,1407
1227,1165,0.46,0,36,1159
1238,1148,0.96,5,53,1347
1652,1647,0.23,0,32,1606
1909,1823,0.6,2,23,1898
1772,1678,0.82,6,60,1886
927,1056,0.79,1,29,1130
1256,1345,0.42,0,57,1313
1828,1698,0.87,2,39,1814
1810,1889,0.8,3,19,2024
1217,1243,0.42,0,31,1231
1429,1519,0.35,0,43,1496
1474,1460,0.96,6,6,1729
1172,1269,0.24,0,35,1230
1928,1789,0.2,0,31,1744
1862,1978,0.93,4,39,2162
1732,1767,0.7,1,9,1847
822,710,0.33,0,29,684
1712,1734,0.33,0,34,1708
1011,1037,0.59,2,28,1110
1696,1586,0.5,0,31,1586
1626,1541,0.68,0,11,1588
1548,1684,0.73,0,15,1718
1445,1458,0.39,0,18,1442
1271,1180,0.99,3,59,1324
1175,1105,0.76,2,8,1224
1439,1472,0.22,0,53,1410
1682,1656,0.24,0,11,1637
1980,2009,0.97,7,52,2270
1061,1099,0.98,3,32,1261
1639,1578,0.55,0,22,1586
1943,2090,0.86,3,12,2254
956,917,0.91,4,28,1098
1105,1208,0.62,2,46,1266
1372,1334,0.91,2,45,1456
1101,1057,0.71,0,17,1088
1084,1167,0.57,1,19,1208
1785,1782,0.7,3,21,1902
1655,1556,0.8,2,14,1681
1287,1250,0.65,2,38,1332
994,927,0.58,3,51,1009
1198,1279,0.21,0,29,1236
1472,1622,0.68,1,55,1659
1277,1418,0.74,1,56,1464
1143,1105,0.82,7,45,1363
1970,1847,0.46,0,37,1841
1664,1573,0.27,0,51,1518
1394,1378,0.86,8,52,1652
1980,2056,0.44,0,44,2047
861,811,0.34,0,10,807
954,907,0.9,8,49,1187
1135,1195,0.81,3,58,1312
1548,1576,0.61,2,53,1632
1937,1823,0.32,0,42,1796
1017,973,0.57,1,55,994
1153,1082,0.56,0,52,1071
1804,1950,0.46,0,37,1944
1811,1739,0.37,0,24,1720
1441,1310,0.25,0,13,1292
1350,1355,0.64,0,44,1376
1517,1467,0.66,0,44,1491
1706,1722,0.89,6,6,1980
1605,1490,0.41,0,29,1476
1319,1182,0.3,0,15,1152
1625,1586,0.87,7,51,1832
1343,1239,0.91,8,9,1560
1719,1866,0.89,5,18,2074
1726,1830,0.84,3,27,1971
911,812,0.26,0,46,756
1039,1075,0.4,0,21,1060
872,926,0.38,0,37,908
1180,1170,0.67,1,35,1226
1524,1499,0.34,0,60,1455
1565,1714,0.93,2,26,1838
898,974,0.5,0,60,954
1900,2020,0.29,0,39,1988
1189,1159,0.24,0,50,1100
1524,1549,0.7,2,19,1639
1585,1475,0.58,3,43,1577
907,830,0.42,0,18,818
1702,1707,0.25,0,24,1670
1013,1144,0.36,0,23,1123
1464,1502,0.96,4,30,1691
1917,1944,0.68,0,13,1991
1302,1313,0.49,0,40,1312
1019,877,0.45,0,25,870
1333,1335,0.99,6,47,1568
1128,1230,0.54,2,51,1276
869,850,0.86,3,60,974
1077,951,0.94,6,42,1197
1202,1181,0.62,2,27,1259
1182,1064,0.97,7,37,1344
1804,1819,0.75,3,53,1926
1451,1585,0.88,7,46,1832
1560,1504,0.72,2,7,1617
1426,1293,0.71,2,48,1364
1050,1140,0.69,1,21,1198
1215,1315,0.41,0,19,1302
1088,1030,0.26,0,37,994
1897,1999,0.25,0,7,1982
993,1032,0.52,0,6,1055
1260,1191,0.89,4,19,1370
1608,1530,0.24,0,27,1491
1957,2043,0.5,0,38,2043
1602,1630,0.82,3,15,1768
1386,1432,0.23,0,21,1392
1983,2112,0.68,3,16,2229
1841,1753,0.22,0,20,1711
996,876,0.53,0,53,860
1862,1961,0.53,0,35,1966
1200,1215,0.97,3,40,1376
1983,2032,0.8,2,51,2117
1572,1442,0.39,0,15,1426
1215,1322,0.48,0,20,1319
1811,1912,0.53,0,15,1916
1417,1313,0.66,3,29,1427
1708,1742,0.5,0,30,1742
1486,1458,0.4,0,23,1443
1062,998,0.51,1,43,1030
1526,1632,0.99,6,39,1886
1426,1538,0.65,0,34,1560
1270,1206,0.51,1,20,1238
1749,1781,0.26,0,58,1725
1922,1782,0.44,0,34,1773
1471,1402,0.54,2,46,1448
